선호관광,사이트제목,성별,연령,직업,소득,결혼,자녀,주거,시도,구,동,자동차
주문진,[주문진] 주문진 회 사는 방법. & 회 뜨는 방법. : 네이버 블로그,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,복정동,"소형SUV/CUV (티볼리, QM3 등)"
월정사,오대산월정사전나무숲길 : 네이버,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,복정동,"소형SUV/CUV (티볼리, QM3 등)"
월정사,월정사 : 네이버 통합검색,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,복정동,"소형SUV/CUV (티볼리, QM3 등)"
주문진,주문진 회뜨는 : 네이버 통합검색,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,복정동,"소형SUV/CUV (티볼리, QM3 등)"
주문진,[주문진] 주문진 회 사는 방법. & 회 뜨는 방법. : 네이버 블로그,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,복정동,"소형SUV/CUV (티볼리, QM3 등)"
주문진,[주문진] 주문진 회 사는 방법. & 회 뜨는 방법. : 네이버 블로그,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,복정동,"소형SUV/CUV (티볼리, QM3 등)"
월정사,월정사 : 네이버 통합검색,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,복정동,"소형SUV/CUV (티볼리, QM3 등)"
월정사,월정사 : 네이버,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,복정동,"소형SUV/CUV (티볼리, QM3 등)"
주문진,[주문진] 주문진 회 사는 방법. & 회 뜨는 방법. : 네이버 블로그,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,성남시 수정구,복정동,"소형SUV/CUV (티볼리, QM3 등)"
천은사,지리산 탐방객 분노 유발…천은사 ‘무법 통행료’ 30년 만에 사라진다,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,공릉2동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
왜목마을,당진 왜목마을 펜션 언덕위에 통나무집 좋아요 ^^ : 네이버 블로그,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,충남,당진군,당진읍,
삽교호,당진여행 카라반클럽 레스피아 in 삽교호바다공원 / 카라반글램핑 성공♥ : 네이버 블로그,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,충남,당진군,당진읍,
남당,충남 당진 숙소/펜션 추천 :: 산타로사 펜션&게스트하우스 : 네이버 블로그,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,충남,당진군,당진읍,
안면도,안면도펜션 승마ATV 즐길거리가 있는 앤아일랜드 태안숙소 추천 : 네이버 블로그,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,충남,당진군,당진읍,
삽교호,[당진] 당진여행 솔직후기 아미미술관 고양이展 관람/카페 지베르니/산타로사펜션/삽교호 놀이동산 : 네이버 블로그,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,충남,당진군,당진읍,
왜목마을,당진 왜목마을_해와달 펜션 : 네이버 블로그,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,충남,당진군,당진읍,
남당,충남당진펜션 추천 :: 오아시스를 꿈 꿀 수 있는 블루비치펜텔 : 네이버 블로그,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,충남,당진군,당진읍,
표선,내년 총선 지휘할 투톱 중 한 명 누구? 여당 원내대표 선거전 벌써 꿈틀,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,서구,화정동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
알펜시아,하루 이자 2천500만원..레고랜드 제2의 알펜시아 전락 우려,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,광주,서구,화정동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
수정사,류수정 사진 찍는 정준영 : 네이트판,F,1,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경북,경주시,황성동,
수정사,류수정 사진 찍는 정준영 : 네이트판,F,1,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,경북,경주시,황성동,
남원,남원시립김병종미술관 이나경 작가의 “무엇이 나를 기다리는지” 전시회 : 네이버 블로그,F,2,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,기타 ,전북,남원시,도통동,
남원,남원우체국 : 네이버 플레이스 검색 결과,F,2,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,기타 ,전북,남원시,도통동,
남원,남원우체국 : 네이버 통합검색,F,2,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,기타 ,전북,남원시,도통동,
선바위,선바위역 맛집 코다리명가 과천직영점 매콤명태조림정식 생선구이 : 네이버 블로그,F,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,아파트/ 주상복합,서울,동대문구,장안1동,"중형차 (쏘나타, K5, 말리부, 골프급 등)"
한탄강,연천 여행 - 한탄강 국가지질공원 명소 연천 좌상바위 : 네이버 블로그,M,3,"사무직 (일반사무직, 공무원, 직업군인)",800~899만원,아니오,          ,아파트/ 주상복합,경기,구리시,수택3동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
남당,충남 당진에 토네이도급 강풍…제철소 지붕 날아갔다,F,4,"판매직 (상점점원, 보험설계사, 노점상)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,인천,중구,송월동2가,
내장사,신형 쏘나타 추가 디자인과 내장 사양 공개 | Daum 자동차,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
내장사,신형 쏘나타 추가 디자인과 내장 사양 공개 | Daum 자동차,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,충남,당진군,송악읍,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
칠성사,코카콜라 칠성사이다를 함께 파는 식당이 맛집인 이유,M,3,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,중계2.3동,"소형차 (액센트, 프라이드, 아베오, 피아트급 등)"
주문진,주문진 방어 4만원 : 네이버 통합검색,M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,동대문구,답십리2동,"경차 (모닝, 스파크 등)"
주문진,주문진 방어 4만원 : 네이버 통합검색,M,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,동대문구,답십리2동,"경차 (모닝, 스파크 등)"
주문진,주문 진행중,M,4,"자영업 (도소매업, 숙박업, 미용업)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,남양주시,화도읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
대조사,몰카 성접대 조사 : 네이버 통합검색,M,4,"자영업 (도소매업, 숙박업, 미용업)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,남양주시,화도읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
칠성사,코카콜라 칠성사이다를 함께 파는 식당이 맛집인 이유,M,4,"자영업 (도소매업, 숙박업, 미용업)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,남양주시,화도읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
알펜시아,하루 이자 2천500만원..레고랜드 제2의 알펜시아 전락 우려,M,4,"자영업 (도소매업, 숙박업, 미용업)",500~599만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,경기,남양주시,화도읍,"중형SUV (싼타페, 쏘렌토, 캡티바, BMW X3급 등)"
산정호수,[포천 볼거리] 산정호수 : 네이버 블로그,F,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,서울,노원구,상계5동,
남당,충남 당진 덮친 토네이도급 강풍···제철소 지붕도 날아갔다,F,4,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,용인시 기흥구,동백동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
성도사,“여성도 사람… 슬픔 밀려와” 서지현 ‘승리 카톡방’ 향한 분노,M,4,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,영등포구,도림동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
도장사,현직검사가 알려주는 인감도장 사용법 jpg - 엽기사진실 - 이종격투기,F,2,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,아니오,          ,아파트/ 주상복합,부산,북구,화명1동,
소재사,[이노비아 쿨냉감 튜브탑브라 D609 냉감소재 사용으로 시원한 튜브탑브라],F,5,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,중구,유천2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
소재사,[이노비아 쿨냉감 튜브탑브라 D609 냉감소재 사용으로 시원한 튜브탑브라],F,5,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,중구,유천2동,"준중형차 (아반떼, K3, 크루즈, 제타급 등)"
영수사,민갑룡 경찰청장 “승리ㆍ정준영 수사에 126명 합동수사팀 투입”,F,3,"자영업 (도소매업, 숙박업, 미용업)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,강원,원주시,개운동,
낙산사,낙산사 : 네이버 통합검색,F,3,"자영업 (도소매업, 숙박업, 미용업)",600~699만원,예    ,자녀 없음 ,아파트/ 주상복합,강원,원주시,개운동,
알펜시아,하루 이자 2천500만원..레고랜드 제2의 알펜시아 전락 우려,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,양천구,신정3동,"MPV (카니발, 올란도, 피카소급, 오딧세이 등)"
해운대,해운대오퍼스 : 장추자 세탁소는 오늘도 바쁜하루! : 네이버 블로그,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,OPUS/트랜스젠더/해운대 오퍼스 주대/내부 : 네이버 블로그,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,OPUS/트랜스젠더/해운대 오퍼스 주대/내부 : 네이버 블로그,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,해운대 오퍼스,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,해운대 오퍼스,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,해운대 오퍼스,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,OPUS/트랜스젠더/해운대 오퍼스 주대/내부 : 네이버 블로그,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산 해운대 펜션 : 네이버 쇼핑,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,해운대 파티룸 : 네이버 쇼핑,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산해운대1872팡시온펜션,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산해운대1872팡시온펜션,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산해운대1872팡시온펜션,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산해운대1872팡시온펜션,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산해운대1872팡시온펜션,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산파티룸 해운대 어썸하우스 후기 : 네이버 블로그,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산해운대1872팡시온펜션,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산해운대1872팡시온펜션,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,해운대 파티룸 : 네이버 통합검색,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산해운대1872팡시온펜션,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산해운대1872팡시온펜션,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산해운대1872팡시온펜션,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산해운대1872팡시온펜션,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산 해운대 펜션 : 네이버 통합검색,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,해운대 어썸하우스 : 네이버 통합검색,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산해운대1872팡시온펜션,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산해운대1872팡시온펜션,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
해운대,부산해운대1872팡시온펜션,F,2,"전문직 (의사, 판검사, 예술가, 종교인)",700~799만원,아니오,          ,단독주택,울산,남구,신정1동,"소형SUV/CUV (티볼리, QM3 등)"
